,precision,recall,f1-score,support
Bersem,0.00651890482398957,0.3125,0.01277139208173691,16.0
Coriander,0.003779289493575208,0.35714285714285715,0.0074794315632011965,14.0
Garlic,0.020134228187919462,0.25,0.037267080745341616,48.0
Gram,0.0533462657613967,0.9322033898305084,0.10091743119266056,59.0
Green pea,0.004166666666666667,0.08695652173913043,0.007952286282306162,23.0
Lentil,0.0205761316872428,0.04854368932038835,0.028901734104046242,103.0
Maize,0.5614035087719298,0.21843003412969283,0.3144963144963145,293.0
Mustard,0.0,0.0,0.0,990.0
No crop/Fallow,0.6875,0.006703229737964655,0.013277006638503319,1641.0
Potato,0.006369426751592357,0.024390243902439025,0.010101010101010102,41.0
Rice,0.060526315789473685,0.35658914728682173,0.10348706411698538,129.0
Sugarcane,0.25,0.06748466257668712,0.10628019323671498,163.0
Wheat,0.45,0.004431314623338257,0.008776206728425159,2031.0
accuracy,0.040713384975680056,0.040713384975680056,0.040713384975680056,0.040713384975680056
macro avg,0.1634092875333682,0.20502885309921753,0.057823627022095855,5551.0
weighted avg,0.40748226073932425,0.040713384975680056,0.0313563127216715,5551.0
