site_id,crop,season,sensor,scene_id,acquisition_datetime,acquisition_date,doy,days_from_window_start,orbit_pass,relative_orbit_start,relative_orbit_stop,platform,instrument_mode,valid_pixel_count,VV,VH,VV_minus_VH,RVI,ANGLE,das,observed_stage
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250310T004355_20250310T004420_058235_073256_D340,2025-03-10 00:43:55,2025-03-10,69,85.03049768518518,DESCENDING,63.0,63.0,A,IW,56,-12.838907518614167,-20.23328932109743,6.7239062855598615,0.6984267070685468,42.70656967163086,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250314T124732_20250314T124757_058301_0734FC_7FDF,2025-03-14 12:47:32,2025-03-14,73,89.53300925925926,ASCENDING,129.0,129.0,A,IW,57,-14.720564621948292,-18.80537328041984,4.446547560607926,1.062695445670808,33.40258047447442,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250315T005201_20250315T005226_058308_073539_CF3E,2025-03-15 00:52:01,2025-03-15,74,90.03612268518519,DESCENDING,136.0,136.0,A,IW,54,-12.980890844140015,-18.026349054962775,5.258826759028317,0.9181747301207164,31.19673728942871,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250319T125542_20250319T125607_058374_0737D0_E084,2025-03-19 12:55:42,2025-03-19,78,94.53868055555556,ASCENDING,27.0,27.0,A,IW,57,-14.962744036925459,-19.03134603750094,4.857086835192974,0.9852443811937796,44.98233912833294,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250322T004355_20250322T004420_058410_073941_8CDE,2025-03-22 00:43:55,2025-03-22,81,97.03049768518518,DESCENDING,63.0,63.0,A,IW,55,-13.299414990278215,-18.97577710076911,5.653253793049094,0.8555096102046736,42.704933166503906,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250326T124732_20250326T124757_058476_073BD9_ACF9,2025-03-26 12:47:32,2025-03-26,85,101.53300925925926,ASCENDING,129.0,129.0,A,IW,56,-13.768752130867217,-18.44608905163096,4.785243769144069,0.9975478308288581,33.388217583680756,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250327T005201_20250327T005226_058483_073C1B_BAC6,2025-03-27 00:52:01,2025-03-27,86,102.03612268518519,DESCENDING,136.0,136.0,A,IW,54,-13.353988392038941,-18.45304884104096,5.350681791152089,0.9032983008279242,31.203845977783203,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250331T125543_20250331T125608_058549_073ED5_7602,2025-03-31 12:55:43,2025-03-31,90,106.53869212962962,ASCENDING,27.0,27.0,A,IW,57,-13.71440251588522,-18.595458993927625,5.170025878338077,0.9327202043527628,44.98172950744629,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250403T004355_20250403T004420_058585_074049_A806,2025-04-03 00:43:55,2025-04-03,93,109.03049768518518,DESCENDING,63.0,63.0,A,IW,57,-13.305925971010781,-18.660938203158153,5.621674710331079,0.8604100499503333,42.70426559448242,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250407T124733_20250407T124758_058651_074305_623C,2025-04-07 12:47:33,2025-04-07,97,113.53302083333334,ASCENDING,129.0,129.0,A,IW,56,-13.828440126689728,-15.823156951251729,2.262208817972003,1.490574168898907,33.40290334089747,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250408T005201_20250408T005226_058658_074344_0EB9,2025-04-08 00:52:01,2025-04-08,98,114.03612268518519,DESCENDING,136.0,136.0,A,IW,56,-14.089152742229366,-19.286916736240308,5.202265199108979,0.9274207865659241,31.197288513183594,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250412T125542_20250412T125607_058724_0745FF_7541,2025-04-12 12:55:42,2025-04-12,102,118.53868055555556,ASCENDING,27.0,27.0,A,IW,55,-12.708554774241634,-18.970806420256473,5.801976342947851,0.8313798506553054,44.97166448902236,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250415T004355_20250415T004420_058760_07477C_6F68,2025-04-15 00:43:55,2025-04-15,105,121.03049768518518,DESCENDING,63.0,63.0,A,IW,55,-12.259784225908188,-21.66176386214587,9.128907926158409,0.4356069458677562,42.709556579589844,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250419T124733_20250419T124758_058826_074A2C_1152,2025-04-19 12:47:33,2025-04-19,109,125.53302083333334,ASCENDING,129.0,129.0,A,IW,55,-12.677682956083387,-18.5713203284841,6.721375283185758,0.7017015320278892,33.39934539794922,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250420T005201_20250420T005226_058833_074A6E_34B8,2025-04-20 00:52:01,2025-04-20,110,126.03612268518519,DESCENDING,136.0,136.0,A,IW,57,-11.844226225269113,-19.099649476311306,7.139858709705143,0.6476788883932085,31.198829650878906,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250424T125543_20250424T125608_058899_074D29_CDF3,2025-04-24 12:55:43,2025-04-24,114,130.53869212962962,ASCENDING,27.0,27.0,A,IW,56,-14.765796128495264,-22.28752321848085,7.407279407889314,0.6149468141520412,44.97687937336185,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250427T004356_20250427T004421_058935_074E9E_6734,2025-04-27 00:43:56,2025-04-27,117,133.03050925925925,DESCENDING,63.0,63.0,A,IW,55,-14.58579378601872,-23.079718500426463,7.964066708711114,0.5511482901662611,42.6922607421875,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250501T124733_20250501T124758_059001_07514B_98CA,2025-05-01 12:47:33,2025-05-01,121,137.53302083333332,ASCENDING,129.0,129.0,A,IW,56,-13.333848250686057,-23.78192199426926,10.457329679267936,0.3302930172125766,33.396860122680664,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250502T005201_20250502T005226_059008_075187_16E2,2025-05-02 00:52:01,2025-05-02,122,138.03612268518518,DESCENDING,136.0,136.0,A,IW,56,-9.312277352655387,-16.134723908421034,7.173295256657969,0.6435115434870634,31.191158294677734,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250506T125543_20250506T125608_059074_075420_240C,2025-05-06 12:55:43,2025-05-06,126,142.53869212962962,ASCENDING,27.0,27.0,A,IW,55,-11.058401345233186,-19.431444608833857,8.827767960903964,0.46537886477236623,44.97480010986328,,
haridwar_kvk_phenocam,Wheat,wheat_2024_25,S1,S1A_IW_GRDH_1SDV_20250509T004355_20250509T004420_059110_075575_531E,2025-05-09 00:43:55,2025-05-09,129,145.0304976851852,DESCENDING,63.0,63.0,A,IW,54,-10.678771179989504,-15.31929689303875,4.553143318596417,1.0348342697628756,42.701011657714844,,
