field_id,latitude,longitude,period_start,B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDMI,EVI,SAVI,VV,VH,VV_VH_ratio_raw,VV_VH_ratio_dB,optical_valid,sar_valid,optical_source_tile,sar_source_tile
GEE-PIXEL-1001,29.61781658401427,77.06053550987465,2025-09-05,0.06059999763965607,0.09234999865293503,0.10240000486373901,0.2549999952316284,0.2434999942779541,0.15839999914169312,0.42697256803512573,-0.4675615131855011,0.024859724566340446,0.270001083612442,0.2669699192047119,-11.858872413635254,-15.549038887023926,0.7626756429672241,3.690166473388672,1,1,6,6
GEE-PIXEL-1001,29.61781658401427,77.06053550987465,2025-09-21,0.08739999681711197,0.11580000072717667,0.1356000006198883,0.19480000436306,0.2443999946117401,0.20160000026226044,0.17917676270008087,-0.25921136140823364,-0.11293258517980576,0.10939463973045349,0.10693642497062683,-11.862515449523926,-17.5955810546875,0.6794208288192749,5.733065605163574,1,1,6,6
GEE-PIXEL-1001,29.61781658401427,77.06053550987465,2025-10-07,0.06709999591112137,0.08889999985694885,0.11390000581741333,0.14810000360012054,0.20890000462532043,0.1758500039577484,0.1307467520236969,-0.2412438690662384,-0.1684773564338684,0.06053955852985382,0.06614523380994797,-8.919530868530273,-18.145511627197266,0.4915558099746704,9.225980758666992,1,1,6,6
GEE-PIXEL-1001,29.61781658401427,77.06053550987465,2025-10-23,,,,,,,,,,,,-8.340269088745117,-19.51407814025879,0.42739757895469666,11.173809051513672,0,1,-1,6
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-06-01,0.04670000076293945,0.08619999885559082,0.12495000660419464,0.16944999992847443,0.27834999561309814,0.2615000009536743,0.1580830067396164,-0.32993412017822266,-0.2284362018108368,0.07083608210086823,0.08401067554950714,-14.19074821472168,-23.70093536376953,0.5987421274185181,9.510187149047852,1,1,3,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-06-17,,,,,,,,,,,,-12.731578826904297,-23.918344497680664,0.5240578055381775,11.186765670776367,0,1,-1,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-07-03,,,,,,,,,,,,-14.855856895446777,-32.0473747253418,0.46355924010276794,17.19151782989502,0,1,-1,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-07-19,,,,,,,,,,,,-10.031257629394531,-21.360855102539062,0.4696093797683716,11.329597473144531,0,1,-1,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-08-04,,,,,,,,,,,,-10.877665519714355,-17.061914443969727,0.6394904255867004,6.184248924255371,0,1,-1,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-08-20,,,,,,,,,,,,-11.547014236450195,-17.135631561279297,0.6738598346710205,5.588617324829102,0,1,-1,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-09-05,0.03759999945759773,0.054999999701976776,0.03424999862909317,0.3985999822616577,0.1910499930381775,0.1014999970793724,0.8440642952919006,-0.7598496675491333,0.35186561942100525,0.6892310380935669,0.5860255360603333,-12.945740699768066,-18.43565559387207,0.7022121548652649,5.489914894104004,1,1,3,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-09-21,0.02199999988079071,0.047600001096725464,0.02879999950528145,0.3720000088214874,0.17479999363422394,0.09709999710321426,0.8575851321220398,-0.7731172442436218,0.36431941390037537,0.6252277493476868,0.5714920163154602,-11.430024147033691,-16.853395462036133,0.6787508130073547,5.423371315002441,1,1,3,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-10-07,0.020899999886751175,0.06159999966621399,0.039000000804662704,0.3831999897956848,0.22210000455379486,0.13040000200271606,0.8152534365653992,-0.7230215668678284,0.26614898443222046,0.5841026306152344,0.5598568320274353,-11.2393217086792,-15.423553466796875,0.7287116050720215,4.184231758117676,1,1,3,3
GEE-PIXEL-1002,29.51765433851857,76.7519856082992,2025-10-23,,,,,,,,,,,,-11.176709175109863,-17.021608352661133,0.6566189527511597,5.8448991775512695,0,1,-1,3
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-06-01,0.08370000123977661,0.12559999525547028,0.1495000123977661,0.3449999988079071,0.3235499858856201,0.2734000086784363,0.39617452025413513,-0.46632257103919983,0.03238900005817413,0.3067144751548767,0.29509565234184265,-10.90363883972168,-20.495939254760742,0.5319902300834656,9.592300415039062,1,1,8,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-06-17,0.03220000118017197,0.029100000858306885,0.02370000071823597,0.045499999076128006,0.03350000083446503,0.01769999973475933,0.3150288760662079,-0.21983911097049713,0.15189871191978455,0.05759881064295769,0.05744904652237892,-10.115616798400879,-17.685230255126953,0.5719758868217468,7.569613456726074,1,1,8,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-07-03,,,,,,,,,,,,-9.870993614196777,-17.577770233154297,0.5615612268447876,7.7067766189575195,0,1,-1,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-07-19,,,,,,,,,,,,-10.625222206115723,-15.740806579589844,0.6750113368034363,5.115584373474121,0,1,-1,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-08-04,,,,,,,,,,,,-9.373717308044434,-15.10486125946045,0.6202042698860168,5.731143951416016,0,1,-1,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-08-20,0.05130000039935112,0.07620000094175339,0.06260000169277191,0.3240000009536743,0.2029999941587448,0.11330000311136246,0.6761510372161865,-0.6191903948783875,0.22960153222084045,0.4970148503780365,0.4422512948513031,-8.980175018310547,-14.939995765686035,0.6010829210281372,5.959820747375488,1,1,8,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-09-05,0.05205000191926956,0.09430000185966492,0.08830000460147858,0.32520002126693726,0.2612999975681305,0.16975000500679016,0.5708475112915039,-0.5487411022186279,0.10810351371765137,0.4028638005256653,0.38822141289711,-9.492374420166016,-15.33126449584961,0.6191514730453491,5.838890075683594,1,1,8,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-09-21,0.05050000175833702,0.08320000022649765,0.09049999713897705,0.2809999883174896,0.2630000114440918,0.17960000038146973,0.5215438008308411,-0.5486359596252441,0.04502541944384575,0.3326477110385895,0.33695778250694275,-12.277448654174805,-18.191911697387695,0.6750216484069824,5.914463043212891,1,1,8,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-10-07,0.05999999865889549,0.09290000051259995,0.10449999570846558,0.3008999824523926,0.3073999881744385,0.23749999701976776,0.47091129422187805,-0.5279751420021057,-0.029793452471494675,0.32119467854499817,0.31786271929740906,-11.557540893554688,-17.948143005371094,0.643940806388855,6.390602111816406,1,1,8,8
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-10-23,,,,,,,,,,,,-8.8674955368042,-16.0208683013916,0.5534965991973877,7.153372764587402,0,1,-1,8
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-06-01,0.14765000343322754,0.20310001075267792,0.23785001039505005,0.3044999837875366,0.3877499997615814,0.35835000872612,0.1170993447303772,-0.20052197575569153,-0.13226866722106934,0.1013316661119461,0.09242188185453415,-10.699141502380371,-21.615095138549805,0.4949847161769867,10.915953636169434,1,1,7,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-06-17,,,,,,,,,,,,-12.298922538757324,-23.324729919433594,0.5236173272132874,11.02580738067627,0,1,-1,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-07-03,,,,,,,,,,,,-12.346850395202637,-21.670780181884766,0.5697464942932129,9.323929786682129,0,1,-1,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-07-19,,,,,,,,,,,,-10.040696144104004,-19.001140594482422,0.5284259915351868,8.960444450378418,0,1,-1,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-08-04,,,,,,,,,,,,-10.384568214416504,-17.447643280029297,0.5999485850334167,7.063075065612793,0,1,-1,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-08-20,,,,,,,,,,,,-13.644414901733398,-16.694047927856445,0.8173222541809082,3.049633026123047,0,1,-1,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-09-05,0.03564999997615814,0.06319999694824219,0.04100000113248825,0.3452000021934509,0.17874999344348907,0.09354999661445618,0.7880332469940186,-0.690692126750946,0.31785842776298523,0.574795126914978,0.5149590373039246,-10.841734886169434,-15.909626960754395,0.6814575791358948,5.067892074584961,1,1,7,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-09-21,0.030799999833106995,0.06499999761581421,0.052799999713897705,0.29499998688697815,0.18860000371932983,0.0982000008225441,0.6963772177696228,-0.6481675505638123,0.2200165092945099,0.4385138750076294,0.4285208582878113,-10.007189750671387,-16.519962310791016,0.6051425933837891,6.512772560119629,1,1,7,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-10-07,0.0544000007212162,0.09690000116825104,0.14720000326633453,0.31164997816085815,0.3561500012874603,0.23305000364780426,0.36000216007232666,-0.5255102515220642,-0.06589773297309875,0.2311912178993225,0.257610946893692,-12.92741870880127,-19.495384216308594,0.6631015539169312,6.567965507507324,1,1,7,7
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-10-23,0.0949999988079071,0.13339999318122864,0.18379999697208405,0.2614000141620636,0.37470000982284546,0.30649998784065247,0.17430372536182404,-0.3242148458957672,-0.17811663448810577,0.11745476722717285,0.12314856797456741,-7.8385114669799805,-15.980265617370605,0.4905119836330414,8.141754150390625,1,1,7,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-06-01,0.1143999993801117,0.1477999985218048,0.1785999983549118,0.2190999984741211,0.3441999852657318,0.3352999985218048,0.10781148821115494,-0.18387630581855774,-0.20929375290870667,0.07848667353391647,0.07352606952190399,-11.252660751342773,-22.408931732177734,0.5021507143974304,11.156270980834961,1,1,7,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-06-17,,,,,,,,,,,,-13.723565101623535,-25.583358764648438,0.5313193202018738,11.859793663024902,0,1,-1,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-07-03,,,,,,,,,,,,-13.969978332519531,-27.62761116027832,0.5056527853012085,13.657632827758789,0,1,-1,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-07-19,,,,,,,,,,,,-11.78868579864502,-24.02490234375,0.4906861484050751,12.23621654510498,0,1,-1,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-08-04,,,,,,,,,,,,-12.611682891845703,-19.060394287109375,0.661535382270813,6.448711395263672,0,1,-1,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-08-20,,,,,,,,,,,,-12.265474319458008,-18.598020553588867,0.6595042943954468,6.332546234130859,0,1,-1,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-09-05,0.03420000150799751,0.062150001525878906,0.04124999791383743,0.3155999779701233,0.1610499918460846,0.08500000089406967,0.7693842053413391,-0.671444296836853,0.3249354362487793,0.5248468518257141,0.480209618806839,-11.928890228271484,-18.205820083618164,0.6552240252494812,6.27692985534668,1,1,7,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-09-21,0.029100000858306885,0.06440000236034393,0.05739999935030937,0.27059999108314514,0.18119999766349792,0.10109999775886536,0.6672828197479248,-0.614628791809082,0.23731134831905365,0.3934318721294403,0.39400920271873474,-11.346083641052246,-16.32952117919922,0.6952853798866272,4.983437538146973,1,1,7,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-10-07,0.02825000137090683,0.06300000101327896,0.07539999485015869,0.22519999742507935,0.2024500072002411,0.12404999881982803,0.48991766571998596,-0.5550798177719116,0.04497765377163887,0.25659605860710144,0.2730587422847748,-11.45137882232666,-17.117551803588867,0.6689846515655518,5.666172981262207,1,1,7,7
GEE-PIXEL-1005,29.64898034211938,76.93417010713856,2025-10-23,,,,,,,,,,,,-11.763932228088379,-16.797517776489258,0.7003375887870789,5.033585548400879,0,1,-1,7
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-06-01,0.027799999341368675,0.08924999833106995,0.08290000259876251,0.4553999900817871,0.34314998984336853,0.2689000070095062,0.6890836358070374,-0.6658517718315125,0.13601692020893097,0.5367547273635864,0.5369344353675842,-12.264920234680176,-19.80483627319336,0.6192891597747803,7.539916038513184,1,1,3,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-06-17,,,,,,,,,,,,-9.042621612548828,-17.07256317138672,0.5301033854484558,8.02994155883789,0,1,-1,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-07-03,,,,,,,,,,,,-13.055609703063965,-21.98105239868164,0.5939483642578125,8.925442695617676,0,1,-1,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-07-19,,,,,,,,,,,,-9.725323677062988,-20.259374618530273,0.48004069924354553,10.534050941467285,0,1,-1,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-08-04,,,,,,,,,,,,-10.857889175415039,-16.9504451751709,0.6411868333816528,6.092555999755859,0,1,-1,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-08-20,,,,,,,,,,,,-14.343070983886719,-16.9952449798584,0.8439462184906006,2.6521739959716797,0,1,-1,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-09-05,0.03629999980330467,0.07164999842643738,0.04089999943971634,0.37940001487731934,0.1733500063419342,0.08669999986886978,0.8053321838378906,-0.6822389364242554,0.3727220892906189,0.6255914568901062,0.5517072677612305,-11.78131103515625,-15.82707691192627,0.7443770170211792,4.0457658767700195,1,1,3,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-09-21,0.032999999821186066,0.07329999655485153,0.04989999905228615,0.32359999418258667,0.17669999599456787,0.09480000287294388,0.7173605561256409,-0.6257373094558716,0.2635965943336487,0.46601906418800354,0.4453757107257843,-10.60879135131836,-16.906448364257812,0.6278073787689209,6.297657012939453,1,1,3,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-10-07,0.08365000039339066,0.10869999974966049,0.13499999046325684,0.17000000178813934,0.28505000472068787,0.26170000433921814,0.11431046575307846,-0.23670339584350586,-0.24841691553592682,0.06465120613574982,0.06518056243658066,-10.899499893188477,-18.964937210083008,0.5747184753417969,8.065437316894531,1,1,3,3
GEE-PIXEL-1006,29.582787041212782,76.77779414251992,2025-10-23,,,,,,,,,,,,-6.113430976867676,-16.08066749572754,0.3801727294921875,9.967236518859863,0,1,-1,3
GEE-PIXEL-1008,29.92453496000009,76.9098334156013,2025-06-01,0.094200000166893,0.13259999454021454,0.16569998860359192,0.2875000238418579,0.30390000343322754,0.2511500120162964,0.2686953842639923,-0.37031376361846924,-0.027158144861459732,0.19653445482254028,0.19164933264255524,-13.415205955505371,-19.193220138549805,0.6989555358886719,5.778014183044434,1,1,5,5
GEE-PIXEL-1008,29.92453496000009,76.9098334156013,2025-06-17,0.11100000143051147,0.13979999721050262,0.14000000059604645,0.28279998898506165,0.1420000046491623,0.10300000011920929,0.33774831891059875,-0.33838143944740295,0.33145007491111755,0.2766798138618469,0.232119619846344,-11.57093334197998,-19.386478424072266,0.5970048904418945,7.815545082092285,1,1,5,5
GEE-PIXEL-1008,29.92453496000009,76.9098334156013,2025-07-03,,,,,,,,,,,,-11.175020217895508,-20.510513305664062,0.5448435544967651,9.335493087768555,0,1,-1,5
GEE-PIXEL-1008,29.92453496000009,76.9098334156013,2025-07-19,,,,,,,,,,,,-11.38702392578125,-20.30078887939453,0.5609154105186462,8.913764953613281,0,1,-1,5
GEE-PIXEL-1008,29.92453496000009,76.9098334156013,2025-08-04,,,,,,,,,,,,-10.034954071044922,-16.26810073852539,0.6166424751281738,6.233146667480469,0,1,-1,5
