feature_set,model,scenario,repeat,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,kappa,mcc
A3_S1_S2_temporal,HistGradientBoosting,contiguous_20d,12,0.7279769410916952,0.3590078395651223,0.4395985660893335,0.3590078395651223,0.3761896319680599,0.7106398146113491,0.6259960208915464,0.6274997705536377
A3_S1_S2_temporal,HistGradientBoosting,contiguous_20d,13,0.7304990091875337,0.3672619301697856,0.4423402231578588,0.3672619301697856,0.3838033731581697,0.7138550541337572,0.6296879933777874,0.6312200657581393
A3_S1_S2_temporal,HistGradientBoosting,contiguous_20d,14,0.7290578274184831,0.36710536609612515,0.42608999018488103,0.36710536609612515,0.3790624529857497,0.7116400314841118,0.6278941736118633,0.6293638197627908
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,0,0.7249144298324626,0.3467789028393531,0.44695351884415724,0.3467789028393531,0.36432863683964073,0.7065520846321726,0.6206452789220718,0.6225374703696434
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,1,0.7218519185732301,0.33978929361611293,0.4342849690463232,0.33978929361611293,0.35792253745293134,0.7027112922357415,0.6163255468654594,0.6182499058415334
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,2,0.7261754638803819,0.34483243682179,0.4168066801193601,0.34483243682179,0.35978015481802594,0.7065288769410708,0.6219777726593378,0.6241421745077933
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,3,0.7218519185732301,0.341529610250996,0.4218095026638414,0.341529610250996,0.35819152928029896,0.7033190057946299,0.6164928311415512,0.618434081796161
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,4,0.7195099981985228,0.3388353395222135,0.4300340397709345,0.3388353395222135,0.35607382705846524,0.6993337587647143,0.6126082382346472,0.6146904035305409
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,5,0.7232931003422807,0.3442626000258435,0.4386057245773174,0.3442626000258435,0.36260032279565724,0.7045154702778138,0.6182399774481221,0.6202072516544681
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,6,0.7232931003422807,0.3421504714754383,0.4266512766339752,0.3421504714754383,0.36025940747492846,0.7047623197103722,0.6181587512966573,0.6202378144304017
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,7,0.7247342821113313,0.33564793266870974,0.4132758209830282,0.33564793266870974,0.3511614173662878,0.7056468966347563,0.6199658772879025,0.6222411142379755
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,8,0.7243739866690686,0.348790298052787,0.44406738087625286,0.348790298052787,0.37044305388122317,0.7056820076268988,0.6193026543964786,0.6214119258470794
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,9,0.722932804900018,0.35015295502879973,0.43292619287386813,0.35015295502879973,0.370119700843496,0.705208859268631,0.61811613835698,0.620285673362795
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,10,0.7196901459196541,0.3347706418548854,0.41912196161354104,0.3347706418548854,0.3540844935899333,0.7004476656168823,0.6126042795842168,0.6147960441531987
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,11,0.725094577553594,0.3448753201424752,0.42069755209233617,0.3448753201424752,0.3609050114233901,0.7060313732033149,0.6209095564975853,0.6228252865257649
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,12,0.724013691226806,0.3540059728746399,0.43976855286547195,0.3540059728746399,0.3744159069565497,0.7056989706513572,0.6191955595237493,0.6211989801840716
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,13,0.7231129526211494,0.35070809573716516,0.41797970317412364,0.35070809573716516,0.36698526611618626,0.704339198460545,0.6179329306678802,0.6200196505254104
A3_S1_S2_temporal,HistGradientBoosting,contiguous_40d,14,0.7231129526211494,0.34975838309260937,0.42298395333769245,0.34975838309260937,0.3671920535224486,0.7051184761887701,0.6181486606516675,0.6201601143265126
