fold,feature,importance_mean,importance_std
0,B4__p19,-0.0022023348251072883,0.0003102981229440305
0,B4__p20,0.002694388026953959,0.004586424729117217
0,B5__p00,0.00036778271561338505,0.00036778271561338505
0,B5__p01,-0.000827430034255644,0.00020683378836763855
0,B5__p02,-0.00022340073156779106,0.00022340073156779106
0,B5__p03,-0.0009460183510816289,0.0009460183510816289
0,B5__p04,-0.001033330795720655,0.0
0,B5__p05,0.0,0.0
0,B5__p06,0.0,0.0
0,B5__p07,0.0,0.0
0,B5__p08,0.0,0.0
0,B5__p09,0.0,0.0
0,B5__p10,-0.028870170660678707,0.029488225056715944
0,B5__p11,-0.000921753058320679,0.0005100893816258611
0,B5__p12,0.0035442787565372613,0.003955942433232079
0,B5__p13,0.0003090271980186188,0.0003090271980186188
0,B5__p14,-0.0003102981229440027,0.0003102981229440027
0,B5__p15,-0.0018920367021632578,0.0
0,B5__p16,-0.002151902597901545,0.0009460183510816567
0,B5__p17,0.0,0.0
0,B5__p18,0.0,0.0
0,B5__p19,0.0,0.0
0,B5__p20,0.0,0.0
0,B6__p00,0.0,0.0
0,B6__p01,-0.0009460183510816289,0.0009460183510816289
0,B6__p02,0.0,0.0
0,B6__p03,0.0,0.0
0,B6__p04,-0.0003102981229440027,0.0003102981229440027
0,B6__p05,0.0,0.0
0,B6__p06,0.0,0.0
0,B6__p07,0.0,0.0
0,B6__p08,0.0,0.0
0,B6__p09,0.0,0.0
0,B6__p10,0.0,0.0
0,B6__p11,-0.0009460183510816289,0.0009460183510816289
0,B6__p12,0.0,0.0
0,B6__p13,-0.00036339459979747857,0.00025720164609052687
0,B6__p14,-0.0014556754112168557,0.0008350791653288503
0,B6__p15,0.0,0.0
0,B6__p16,-0.0011415525114155112,0.0
0,B6__p17,-0.001261554406278148,0.001261554406278148
0,B6__p18,0.00020858661708267334,0.00020858661708267334
0,B6__p19,-0.0004186076746465761,0.0003124147209396244
0,B6__p20,0.0,0.0
0,B7__p00,0.0,0.0
0,B7__p01,0.0,0.0
0,B7__p02,-0.0005166653978603275,0.0005166653978603275
0,B7__p03,-0.0009460183510816289,0.0009460183510816289
0,B7__p04,-0.001033330795720655,0.0
0,B7__p05,-0.0003158018607224422,0.0003158018607224422
0,B7__p06,0.0,0.0
0,B7__p07,0.0,0.0
0,B7__p08,0.0,0.0
0,B7__p09,0.0,0.0
0,B7__p10,-0.0009460183510816289,0.0009460183510816289
0,B7__p11,-0.0018920367021632578,0.0
0,B7__p12,0.0019765932864297675,0.004901960784313736
0,B7__p13,-0.0001061929537069517,0.0
0,B7__p14,-0.0003102981229440027,0.0003102981229440027
0,B7__p15,0.00701750389643413,0.0007236220883236055
0,B7__p16,0.0,0.0
0,B7__p17,-0.0007377071785113487,0.0007377071785113487
0,B7__p18,-0.0012563164740256316,0.0006357202281376262
0,B7__p19,0.0,0.0
0,B7__p20,0.0,0.0
0,B8__p00,0.0,0.0
0,B8__p01,-0.0009460183510816289,0.0009460183510816289
0,B8__p02,0.0,0.0
0,B8__p03,0.0,0.0
0,B8__p04,-0.0018920367021632578,0.0
0,B8__p05,0.0,0.0
0,B8__p06,0.0,0.0
0,B8__p07,-9.949216369503633e-05,0.000516665397860383
0,B8__p08,0.0002205790957108822,0.0005149863355158879
0,B8__p09,0.0,0.0
0,B8__p10,-0.0009460183510816289,0.0009460183510816289
0,B8__p11,0.0,0.0
0,B8__p12,-0.002405732021337592,0.00027898396614089993
0,B8__p13,-0.001291202355482246,0.001291202355482246
0,B8__p14,-0.0014828543912922543,0.0001746939921563051
0,B8__p15,-0.00303110901683154,0.0005184760687802215
0,B8__p16,-0.0003102981229440027,0.0003102981229440027
0,B8__p17,-0.0012627963359423677,0.00012124382452685656
0,B8__p18,-0.0003102981229440027,0.0003102981229440027
0,B8__p19,-0.0006793201080239619,0.0005731271543170102
0,B8__p20,0.0,0.0
0,B8A__p00,0.00036778271561338505,0.00036778271561338505
0,B8A__p01,0.0,0.0
0,B8A__p02,-0.0009460183510816289,0.0009460183510816289
0,B8A__p03,-0.0003102981229440027,0.0003102981229440027
0,B8A__p04,-0.0011044361061113284,0.0
0,B8A__p05,0.00020858661708267334,0.00020858661708267334
0,B8A__p06,0.0,0.0
0,B8A__p07,0.0,0.0
0,B8A__p08,0.0,0.0
0,B8A__p09,0.0,0.0
