fold,feature,importance_mean,importance_std
1,B6__p15,-0.0009337804270064254,0.0009337804270064254
1,B6__p16,-0.00042632586265839434,0.0004816105485001554
1,B6__p17,0.0004876853707790896,0.0004876853707790896
1,B6__p18,0.0,0.0
1,B6__p19,-0.0004830837352387818,0.0004830837352387818
1,B6__p20,0.0004876853707790896,0.0004876853707790896
1,B7__p00,-0.00016520289220317563,0.00016520289220317563
1,B7__p01,-0.0033846806681838426,0.002418513197706279
1,B7__p02,-0.0009661674704775636,0.0
1,B7__p03,0.0,0.0
1,B7__p04,0.0004876853707790896,0.0004876853707790896
1,B7__p05,0.0,0.0
1,B7__p06,0.0,0.0
1,B7__p07,0.0,0.0
1,B7__p08,0.0,0.0
1,B7__p09,0.0,0.0
1,B7__p10,0.0,0.0
1,B7__p11,-0.009513693179608068,0.009513693179608068
1,B7__p12,0.0013403498669921632,0.00036497912543398403
1,B7__p13,5.528468584176105e-05,0.0
1,B7__p14,0.0004973947656264077,0.0003877150064106327
1,B7__p15,0.0,0.0
1,B7__p16,0.0,0.0
1,B7__p17,0.0,0.0
1,B7__p18,0.0004876853707790896,0.0004876853707790896
1,B7__p19,0.0004876853707790896,0.0004876853707790896
1,B7__p20,0.0,0.0
1,B8__p00,-0.0012062348108082266,0.0008758290264018753
1,B8__p01,-0.0009661674704775636,0.0
1,B8__p02,0.0009753707415581792,0.0
1,B8__p03,0.0,0.0
1,B8__p04,0.001001481686714295,2.6110945156115895e-05
1,B8__p05,-0.0008646432539080318,2.6110945156115895e-05
1,B8__p06,0.0,0.0
1,B8__p07,0.0,0.0
1,B8__p08,0.0004876853707790896,0.0004876853707790896
1,B8__p09,-0.0004830837352387818,0.0004830837352387818
1,B8__p10,-0.0062877552656388225,0.00048456139974870083
1,B8__p11,-0.002001990621685379,0.0010358231512078153
1,B8__p12,0.0005281794628498593,0.0033633581562348136
1,B8__p13,-0.0067286694587030405,0.007461690505100593
1,B8__p14,5.528468584176105e-05,0.0
1,B8__p15,0.006943766854230177,0.00594369669028047
1,B8__p16,2.7642342920880525e-05,2.7642342920880525e-05
1,B8__p17,0.0004876853707790896,0.0004876853707790896
1,B8__p18,0.0,0.0
1,B8__p19,-0.0004830837352387818,0.0004830837352387818
1,B8__p20,0.0004876853707790896,0.0004876853707790896
1,B8A__p00,0.0004876853707790896,0.0004876853707790896
1,B8A__p01,-0.005636725505104828,0.006612096246663007
1,B8A__p02,0.001001481686714295,2.6110945156115895e-05
1,B8A__p03,0.0009753707415581792,0.0
1,B8A__p04,0.0,0.0
1,B8A__p05,-0.0004830837352387818,0.0004830837352387818
1,B8A__p06,0.0,0.0
1,B8A__p07,0.0,0.0
1,B8A__p08,0.0,0.0
1,B8A__p09,-0.0004830837352387818,0.0004830837352387818
1,B8A__p10,0.0007330210463975528,0.0
1,B8A__p11,-0.007066356512843569,0.007066356512843569
1,B8A__p12,-0.0009661674704775636,0.0
1,B8A__p13,-0.0009337804270064254,0.0009337804270064254
1,B8A__p14,-0.007212058331753063,0.006245890861275499
1,B8A__p15,0.0005144196412851798,0.0005144196412851798
1,B8A__p16,0.0,0.0
1,B8A__p17,0.0,0.0
1,B8A__p18,2.7642342920880525e-05,2.7642342920880525e-05
1,B8A__p19,-0.0015996980586665543,0.00048236577854354756
1,B8A__p20,0.0,0.0
1,B11__p00,-0.00045544139231790126,0.0005107260781596623
1,B11__p01,-0.0009061380840855449,0.0009061380840855449
1,B11__p02,0.0,0.0
1,B11__p03,-0.0013791575265384992,0.0004884033274743516
1,B11__p04,0.0004876853707790896,0.0004876853707790896
1,B11__p05,0.008585099352636405,0.005986317159946686
1,B11__p06,0.0,0.0
1,B11__p07,0.0003665105231987764,0.0003665105231987764
1,B11__p08,0.0004876853707790896,0.0004876853707790896
1,B11__p09,-0.0005017086947058658,0.0005017086947058658
1,B11__p10,-0.0008988641281101883,0.00044723228922516345
1,B11__p11,0.0,0.0
1,B11__p12,-0.0006730482086676759,0.0006730482086676759
1,B11__p13,-0.0007508217569242026,0.00036651052319880417
1,B11__p14,-0.0005586661400615034,0.0005586661400615034
1,B11__p15,-0.0009061380840855449,0.0009061380840855449
1,B11__p16,0.0009753707415581792,0.0
1,B11__p17,-0.012008574123013843,0.0004861539730142972
1,B11__p18,0.0,0.0
1,B11__p19,-0.0009661674704775636,0.0
1,B11__p20,0.004836780295271903,0.00033680860586404737
1,B12__p00,0.003097520528727693,0.003042235842885932
1,B12__p01,-0.0004830837352387818,0.0004830837352387818
1,B12__p02,-0.0028014657703498425,0.0009339049163369917
1,B12__p03,-0.0004830837352387818,0.0004830837352387818
1,B12__p04,-0.0004830837352387818,0.0004830837352387818
1,B12__p05,0.0004876853707790896,0.0004876853707790896
1,B12__p06,0.0,0.0
1,B12__p07,0.0004876853707790896,0.0004876853707790896
1,B12__p08,0.0,0.0
1,B12__p09,0.007463151764850157,0.0064877810232919775
1,B12__p10,-0.0005981837605402163,0.0003679837099373473
1,B12__p11,0.0,0.0
1,B12__p12,0.0009753707415581792,0.0
1,B12__p13,0.0009753707415581792,0.0
1,B12__p14,0.0,0.0
1,B12__p15,-0.006612096246663007,0.006612096246663007
1,B12__p16,-0.0014168641622452072,0.0004506966917676436
1,B12__p17,0.0003665105231987764,0.0003665105231987764
1,B12__p18,0.0005153277136999701,0.00046004302785820905
1,B12__p19,2.7642342920880525e-05,2.7642342920880525e-05
1,B12__p20,-0.001275041769558255,0.00036710535839970526
1,NDVI__p00,-0.0009079364111585497,0.0
1,NDVI__p01,-0.002082063837210102,0.0
1,NDVI__p02,0.0,0.0
1,NDVI__p03,0.003646049332259621,0.003646049332259621
1,NDVI__p04,-0.0004830837352387818,0.0004830837352387818
1,NDVI__p05,-0.0004112696910505975,0.0004437220156283672
1,NDVI__p06,0.0,0.0
1,NDVI__p07,0.0,0.0
1,NDVI__p08,0.0,0.0
1,NDVI__p09,0.0,0.0
1,NDVI__p10,-0.001011916388945544,0.001011916388945544
1,NDVI__p11,0.0,0.0
1,NDVI__p12,-0.0009661674704775636,0.0
1,NDVI__p13,-0.0009661674704775636,0.0
1,NDVI__p14,2.7642342920880525e-05,2.7642342920880525e-05
1,NDVI__p15,5.528468584176105e-05,0.0
1,NDVI__p16,0.0005137963159352055,0.0005137963159352055
1,NDVI__p17,0.0004876853707790896,0.0004876853707790896
1,NDVI__p18,-0.007578263717140599,0.006612096246663035
1,NDVI__p19,-0.00045544139231790126,0.0005107260781596623
1,NDVI__p20,0.0,0.0
1,NDRE__p00,-0.006462400704624088,0.006761791788701926
1,NDRE__p01,-0.003173063792214631,0.00013525001932143677
1,NDRE__p02,-0.0009661674704775636,0.0
1,NDRE__p03,0.0,0.0
1,NDRE__p04,0.0013403498669921632,0.00036497912543398403
1,NDRE__p05,5.528468584176105e-05,0.0
1,NDRE__p06,0.0,0.0
1,NDRE__p07,-0.0009909308365751712,0.0009909308365751712
1,NDRE__p08,-0.006612096246663007,0.006612096246663007
1,NDRE__p09,0.0,0.0
1,NDRE__p10,-0.0062877552656388225,0.00048456139974870083
1,NDRE__p11,-0.013824154578416098,0.0003662053853875358
1,NDRE__p12,-2.9534293736394046e-05,0.0009472885288298871
1,NDRE__p13,-0.0006215711772749044,0.0006736038048965609
1,NDRE__p14,-0.001615754479727255,0.0009397748222469138
1,NDRE__p15,2.7642342920880525e-05,2.7642342920880525e-05
1,NDRE__p16,-0.0014640862674517863,0.0014640862674517863
1,NDRE__p17,0.0,0.0
1,NDRE__p18,-0.007578263717140599,0.006612096246663035
1,NDRE__p19,0.0004876853707790896,0.0004876853707790896
1,NDRE__p20,-0.0003379898287401706,0.0003379898287401706
1,GNDVI__p00,-0.0036725414441836357,0.0013585770505218642
1,GNDVI__p01,-0.006683077015945393,0.0076584477575035725
1,GNDVI__p02,-0.0009337804270064254,0.0009337804270064254
1,GNDVI__p03,5.528468584176105e-05,0.0
1,GNDVI__p04,0.0007330210463975528,0.0
1,GNDVI__p05,0.0004876853707790896,0.0004876853707790896
1,GNDVI__p06,0.0,0.0
1,GNDVI__p07,0.0,0.0
1,GNDVI__p08,0.0004876853707790896,0.0004876853707790896
1,GNDVI__p09,0.0,0.0
1,GNDVI__p10,-0.005803193865890122,0.0
1,GNDVI__p11,0.0007330210463975528,0.0
1,GNDVI__p12,0.015143132219500727,0.01610929968997829
1,GNDVI__p13,-0.002516524154928923,0.0004344603177188211
1,GNDVI__p14,0.0,0.0
1,GNDVI__p15,0.002239437410731848,0.0155202699170513
1,GNDVI__p16,-0.00042632586265839434,0.0004816105485001554
1,GNDVI__p17,0.0004876853707790896,0.0004876853707790896
1,GNDVI__p18,0.0011088799198952781,0.00048697454610396873
1,GNDVI__p19,0.0008526644962130736,0.0008526644962130736
1,GNDVI__p20,-0.0028060631637254474,2.9115529659506922e-05
1,EVI__p00,-0.0018675608540128508,0.0
1,EVI__p01,-0.00045544139231790126,0.0005107260781596623
1,EVI__p02,0.0,0.0
1,EVI__p03,-0.0004830837352387818,0.0004830837352387818
1,EVI__p04,0.0004876853707790896,0.0004876853707790896
1,EVI__p05,0.0003665105231987764,0.0003665105231987764
1,EVI__p06,-0.0009909308365751712,0.0009909308365751712
1,EVI__p07,0.0,0.0
1,EVI__p08,0.0,0.0
1,EVI__p09,-0.001900673081931259,0.0009345056114536954
1,EVI__p10,-0.0009661674704775636,0.0
1,EVI__p11,2.7642342920880525e-05,2.7642342920880525e-05
1,EVI__p12,-0.008107388431448564,0.007141220960971001
1,EVI__p13,0.0005000350819748534,0.0005000350819748534
1,EVI__p14,0.0009753707415581792,0.0
1,EVI__p15,-0.0004942309001300382,0.0024061713137904783
1,EVI__p16,-0.001827475582211302,0.00019635719567978605
1,EVI__p17,-0.001041031918605051,0.001041031918605051
1,EVI__p18,0.0,0.0
1,EVI__p19,0.0,0.0
1,EVI__p20,-0.0004830837352387818,0.0004830837352387818
1,LSWI__p00,0.000149695542038919,0.000149695542038919
1,LSWI__p01,-0.0030667998251482365,0.002736394040741885
1,LSWI__p02,5.528468584176105e-05,0.0
1,LSWI__p03,-0.00042632586265839434,0.0004816105485001554
1,LSWI__p04,0.0009753707415581792,0.0
1,LSWI__p05,-0.006728974596514281,0.006728974596514281
1,LSWI__p06,0.0,0.0
1,LSWI__p07,0.0,0.0
1,LSWI__p08,0.0,0.0
1,LSWI__p09,-0.00624736404801407,0.00624736404801407
1,LSWI__p10,0.0007330210463975528,0.0
1,LSWI__p11,-0.005473546855320144,0.007096958306451684
1,LSWI__p12,-0.0011561319439064577,0.0001899644734288941
1,LSWI__p13,2.7642342920880525e-05,2.7642342920880525e-05
1,LSWI__p14,-0.0004830837352387818,0.0004830837352387818
1,LSWI__p15,0.0004876853707790896,0.0004876853707790896
1,LSWI__p16,-0.012736507122546925,0.0004876853707790896
1,LSWI__p17,0.012852165383458652,0.02625641773920903
1,LSWI__p18,2.7642342920880525e-05,2.7642342920880525e-05
1,LSWI__p19,0.0008401207222367424,0.00013525001932143677
1,LSWI__p20,-0.0004830837352387818,0.0004830837352387818
1,S1A_VV__p00,0.0009753707415581792,0.0
1,S1A_VV__p01,0.0022511650238049574,0.003159101434963507
1,S1A_VV__p02,-0.00032139761730309857,0.0022815846180647137
1,S1A_VV__p03,0.0003665105231987764,0.0003665105231987764
1,S1A_VV__p04,-0.006612096246663007,0.006612096246663007
1,S1A_VV__p05,0.0,0.0
1,S1A_VV__p06,0.0004876853707790896,0.0004876853707790896
1,S1A_VV__p07,-0.004957752425719303,0.001027496677470291
1,S1A_VV__p08,0.00037969018757627593,0.0005956805539819032
1,S1A_VV__p09,-0.0006488389325043642,0.0014332249047057377
1,S1A_VV__p10,0.0,0.0
1,S1A_VV__p11,-0.006612096246663007,0.006612096246663007
1,S1A_VV__p12,0.0004876853707790896,0.0004876853707790896
1,S1A_VV__p13,0.0006086202749782943,0.00017576569722307922
1,S1A_VV__p14,0.0004876853707790896,0.0004876853707790896
1,S1A_VV__p15,-0.0012062348108082266,0.0008758290264018753
1,S1A_VV__p16,-0.002082063837210102,0.0
1,S1A_VV__p17,0.0004876853707790896,0.0004876853707790896
1,S1A_VV__p18,-0.0004193607857212456,0.0014482000682916052
1,S1A_VV__p19,0.0003665105231987764,0.0003665105231987764
1,S1A_VV__p20,-0.009086042655538862,0.000489222141869361
1,S1A_VH__p00,-0.0015705825290070474,0.00045325024888404064
1,S1A_VH__p01,0.0004876853707790896,0.0004876853707790896
1,S1A_VH__p02,0.0,0.0
1,S1A_VH__p03,-0.00030977417535402174,0.0003662054821263194
1,S1A_VH__p04,0.0,0.0
1,S1A_VH__p05,0.0,0.0
1,S1A_VH__p06,0.0,0.0
1,S1A_VH__p07,0.0004876853707790896,0.0004876853707790896
1,S1A_VH__p08,-0.00685852886620919,0.00794195248484414
1,S1A_VH__p09,0.0,0.0
1,S1A_VH__p10,-8.335345468513111e-05,0.0
1,S1A_VH__p11,0.0,0.0
1,S1A_VH__p12,-0.0013025202547609915,0.00026633367218639736
1,S1A_VH__p13,0.001960187000761615,0.0
1,S1A_VH__p14,-0.003501258357995196,0.003271058307392327
1,S1A_VH__p15,0.0,0.0
1,S1A_VH__p16,0.0,0.0
1,S1A_VH__p17,0.0009753707415581792,0.0
1,S1A_VH__p18,0.0004876853707790896,0.0004876853707790896
1,S1A_VH__p19,0.0003109526868956547,0.0003109526868956547
1,S1A_VH__p20,0.0004876853707790896,0.0004876853707790896
1,S1A_VVminusVH__p00,-5.390207012670456e-05,0.0010292728116848837
1,S1A_VVminusVH__p01,-0.00017141309164792062,0.00017141309164792062
1,S1A_VVminusVH__p02,8.328537320589913e-05,0.0027583256967224634
1,S1A_VVminusVH__p03,0.0,0.0
1,S1A_VVminusVH__p04,-0.0037960395874470643,0.0
1,S1A_VVminusVH__p05,-0.012415290112553129,0.006612096246663007
1,S1A_VVminusVH__p06,-0.0027433311349115974,0.0010519452975387145
1,S1A_VVminusVH__p07,0.031576794281670206,0.0005928944605610442
1,S1A_VVminusVH__p08,-0.015470751986980447,0.0005108946876450915
1,S1A_VVminusVH__p09,4.230827124701575e-05,0.0009330624703111634
1,S1A_VVminusVH__p10,-0.003949624691223064,0.0
1,S1A_VVminusVH__p11,0.0,0.0
1,S1A_VVminusVH__p12,0.0,0.0
1,S1A_VVminusVH__p13,-0.0011173322801230068,0.0
1,S1A_VVminusVH__p14,-0.0033846806681838426,0.002418513197706279
1,S1A_VVminusVH__p15,-0.0019246894202966103,0.0029000601618547894
1,S1A_VVminusVH__p16,-0.0010133895756841704,0.0010686742615259315
1,S1A_VVminusVH__p17,0.0009753707415581792,0.0
1,S1A_VVminusVH__p18,0.0005137963159352055,0.0005137963159352055
1,S1A_VVminusVH__p19,-0.0004830837352387818,0.0004830837352387818
1,S1A_VVminusVH__p20,-0.001093599901212161,0.0019793692460244316
1,S1D_VV__p00,-0.006696144352976718,0.0034687977852988494
1,S1D_VV__p01,-0.005394699551800997,0.006127720598198549
1,S1D_VV__p02,-0.016597322945875098,0.0004221459799013394
1,S1D_VV__p03,-0.00782986824158996,0.007885152927431721
1,S1D_VV__p04,-0.01294949022588926,0.0004547621298611193
1,S1D_VV__p05,-0.004482313212609473,0.002900759589722829
1,S1D_VV__p06,-0.0009036228927005452,0.03763581051716644
1,S1D_VV__p07,-0.008479657100675886,0.006612096246663035
1,S1D_VV__p08,0.039163182059520796,0.00048697454610396873
1,S1D_VV__p09,-0.0034021412612430246,0.004362212309164976
1,S1D_VV__p10,-0.0075458766736694605,0.0075458766736694605
1,S1D_VV__p11,-0.0015241156538438327,0.0005579481833662692
1,S1D_VV__p12,-0.0024786521966286557,0.005479080086562643
1,S1D_VV__p13,0.0009753707415581792,0.0
1,S1D_VV__p14,-0.0014175893466924772,0.0014175893466924772
1,S1D_VV__p15,-0.0073060124060459475,0.005918180087280067
1,S1D_VV__p16,-0.0006476678779057665,0.0004868719297095869
1,S1D_VV__p17,-0.00598995138150113,0.0004892221418693332
1,S1D_VV__p18,-0.00176490095086973,0.00031716288634037193
1,S1D_VV__p19,2.7642342920880525e-05,2.7642342920880525e-05
1,S1D_VV__p20,-0.0004830837352387818,0.0004830837352387818
1,S1D_VH__p00,0.0004876853707790896,0.0004876853707790896
1,S1D_VH__p01,-0.0008907541990641477,0.0
1,S1D_VH__p02,-0.0010651634305035018,0.00022663112175158595
1,S1D_VH__p03,0.0003353764274408588,0.000397644618956694
1,S1D_VH__p04,2.8520694458605833e-05,0.000704500351938947
1,S1D_VH__p05,-0.0010133895756841704,0.0010686742615259315
1,S1D_VH__p06,-0.007561750438367071,0.00661180158996752
1,S1D_VH__p07,-0.0009909308365751712,0.0009909308365751712
1,S1D_VH__p08,-0.005803193865890122,0.0
1,S1D_VH__p09,-0.006194341756092375,0.006249626441934136
1,S1D_VH__p10,-4.486982412629792e-05,0.0010724624559967089
1,S1D_VH__p11,-0.004881925146610788,0.0021049775125448478
1,S1D_VH__p12,0.004271170420178549,0.0007026579700318281
1,S1D_VH__p13,0.004003803619615609,0.0010033757296816215
1,S1D_VH__p14,0.0003665105231987764,0.0003665105231987764
1,S1D_VH__p15,0.0005153277136999701,0.00046004302785820905
1,S1D_VH__p16,0.006792399106835156,0.0013262599469495706
1,S1D_VH__p17,0.0007330210463975528,0.0
1,S1D_VH__p18,-0.0005586661400615034,0.0005586661400615034
1,S1D_VH__p19,2.7642342920880525e-05,2.7642342920880525e-05
1,S1D_VH__p20,0.005258508442323229,0.0006303983755617248
1,S1D_VVminusVH__p00,-0.0009337804270064254,0.0009337804270064254
1,S1D_VVminusVH__p01,0.0,0.0
1,S1D_VVminusVH__p02,-0.0066261195705897835,0.007601490312147963
1,S1D_VVminusVH__p03,0.0,0.0
1,S1D_VVminusVH__p04,-0.0009661674704775636,0.0
1,S1D_VVminusVH__p05,0.0,0.0
1,S1D_VVminusVH__p06,0.00032248247857591394,0.0006528882629822652
1,S1D_VVminusVH__p07,5.528468584176105e-05,0.0
1,S1D_VVminusVH__p08,-0.0008828485548013076,0.003404982242447674
1,S1D_VVminusVH__p09,-0.005313971724020761,0.000489222141869361
1,S1D_VVminusVH__p10,-0.002798836756823714,0.0009365339298631203
1,S1D_VVminusVH__p11,0.0030728196182678025,0.0030175349324260414
1,S1D_VVminusVH__p12,0.007462440940175036,0.007462440940175036
1,S1D_VVminusVH__p13,-0.0059359337061404005,0.006583972205472771
1,S1D_VVminusVH__p14,-0.0008396167496184381,0.00022128422373221546
1,S1D_VVminusVH__p15,-0.006347323401892091,0.00732269414345027
1,S1D_VVminusVH__p16,0.0,0.0
1,S1D_VVminusVH__p17,0.0,0.0
1,S1D_VVminusVH__p18,0.0009753707415581792,0.0
1,S1D_VVminusVH__p19,-0.0034991527162519798,0.0005156954955066462
1,S1D_VVminusVH__p20,-0.0010417498753002852,7.55824048227216e-05
2,B2__p00,0.000573802801048906,0.000573802801048906
2,B2__p01,0.0014960095732806933,0.00010599965307642178
2,B2__p02,0.0004187090375108171,0.0020319948044819347
2,B2__p03,-0.0007892975723940709,0.0007892975723940709
2,B2__p04,-0.0009009648248343161,0.0009009648248343161
2,B2__p05,0.010754262485939525,0.007827366855183537
2,B2__p06,0.0,0.0
2,B2__p07,0.01253560865293954,0.0007560269188176261
2,B2__p08,0.009327760246832628,0.0014085046254080913
2,B2__p09,0.0,0.0
2,B2__p10,0.0052608243589034875,0.00019427822240850046
2,B2__p11,0.0013200071347336806,0.0017358391492043879
2,B2__p12,-0.0008249761113219845,0.0007883096556491331
2,B2__p13,0.004593812562883465,0.002524159572831003
2,B2__p14,0.0048679170911829495,0.0
2,B2__p15,0.00608339822974327,0.006661776494733512
2,B2__p16,-6.494624249595016e-05,0.0007754449456342793
2,B2__p17,-0.0016834514160408987,0.00043876971406939247
2,B2__p18,0.002482248299265799,3.5725966602784265e-05
2,B2__p19,0.002047206042469718,2.672946368925677e-05
2,B2__p20,0.002315620946435476,3.220744144347143e-05
2,B3__p00,0.0011535371419041096,0.00048557372446092484
2,B3__p01,0.0017864317475213276,0.002059722098632616
2,B3__p02,-0.0007727260771342725,0.0008058690676538693
2,B3__p03,-0.00045201120492482927,0.00045201120492482927
2,B3__p04,-0.00045201120492482927,0.00045201120492482927
2,B3__p05,-0.00033511610892947297,0.00033511610892947297
2,B3__p06,0.0,0.0
2,B3__p07,-0.0007892975723940709,0.0007892975723940709
2,B3__p08,0.0,0.0
2,B3__p09,0.0,0.0
2,B3__p10,0.0005786145552976463,0.0003317013190194118
2,B3__p11,0.0038898896909667913,0.0037162728401266276
2,B3__p12,0.0032527642200910756,0.0038987625852116015
2,B3__p13,-0.0004344517929201208,0.0004344517929201208
2,B3__p14,0.0,0.0
2,B3__p15,-0.0007892975723940709,0.0007892975723940709
2,B3__p16,-0.0008689035858402416,0.0
2,B3__p17,-0.0015785951447881419,0.0
2,B3__p18,-0.00038792915565669106,0.0012253566113144265
2,B3__p19,-0.0015630001232222746,1.559502156586734e-05
2,B3__p20,0.0005150270236708165,0.0014999345326038582
2,B4__p00,0.0045221957934223345,0.0035313775882401255
2,B4__p01,0.0010336897456646732,0.0008812729287917265
2,B4__p02,-0.0007892975723940709,0.0007892975723940709
2,B4__p03,-0.00038792915565669106,0.0012253566113144265
2,B4__p04,-0.0009009648248343161,0.0009009648248343161
2,B4__p05,-0.0007892975723940709,0.0007892975723940709
2,B4__p06,1.6571495259798397e-05,1.6571495259798397e-05
2,B4__p07,-3.666645567285132e-05,0.0
2,B4__p08,0.014870230716545418,0.0
2,B4__p09,0.0,0.0
2,B4__p10,0.00640538447297348,0.0040646800369172065
2,B4__p11,0.0008929705632256257,1.7345311091432336e-05
2,B4__p12,-0.0019031650896113028,0.00032456994482316093
2,B4__p13,3.314299051959679e-05,0.0
2,B4__p14,0.00041871372782886773,0.00041871372782886773
2,B4__p15,-3.666645567285132e-05,0.0
2,B4__p16,-0.0009040224098496585,0.0
2,B4__p17,-0.0015959404558796297,1.7345311091487847e-05
2,B4__p18,-0.0005181810059858294,0.0
2,B4__p19,0.007397683232197999,0.00743434968787085
2,B4__p20,-1.833322783642566e-05,1.833322783642566e-05
2,B5__p00,-0.0022852809199027935,0.0007066857751146516
2,B5__p01,0.009164533162997979,0.012255182145421428
2,B5__p02,0.0004003804999924421,0.0004370469556652934
2,B5__p03,-0.0004896771998926241,0.00045301074421977283
2,B5__p04,-0.00045201120492482927,0.00045201120492482927
2,B5__p05,0.0005509132136396477,0.0014198167994798894
2,B5__p06,0.0,0.0
2,B5__p07,-0.0002444833981719574,0.0013029217034844498
2,B5__p08,3.314299051959679e-05,0.0
2,B5__p09,0.004902072635078081,0.002386461027803377
2,B5__p10,0.006111225575820445,0.000546276252275324
2,B5__p11,0.0024028512539356617,0.0024028512539356617
2,B5__p12,0.0018127077184618146,0.0037882689175444684
2,B5__p13,0.0,0.0
2,B5__p14,0.004988390443475876,0.007435889174104371
2,B5__p15,-0.00032456994482307766,0.00032456994482307766
2,B5__p16,0.002026735204728236,0.000790274046088002
2,B5__p17,0.0,0.0
2,B5__p18,-0.0024474987306284945,0.0
2,B5__p19,0.0,0.0
2,B5__p20,0.00041947939823067104,0.00045614585390352236
2,B6__p00,-0.00023750648989051548,0.0003361887772965755
2,B6__p01,0.002119144357242586,0.0017270094889113574
2,B6__p02,0.0025550069325816493,0.0016446910582645913
2,B6__p03,0.001236461158640234,0.0
2,B6__p04,0.0,0.0
2,B6__p05,0.004584044896598194,0.001412061615583493
2,B6__p06,0.0,0.0
2,B6__p07,0.0019508400490108324,0.002854862458860491
2,B6__p08,0.0,0.0
2,B6__p09,0.008375486977067886,0.0004562313556433495
2,B6__p10,-0.0013529760297591453,0.0004489536199094868
2,B6__p11,0.0015145841592160147,0.00045614585390352236
2,B6__p12,0.003878162421455944,1.7164041963890764e-05
2,B6__p13,0.005468756179602019,0.001542606970494853
2,B6__p14,0.0009700107568299532,0.0016109833449364785
2,B6__p15,-0.00032299918256026294,0.00032299918256026294
2,B6__p16,0.0027996639397247503,1.7345311091487847e-05
2,B6__p17,1.6571495259798397e-05,1.6571495259798397e-05
2,B6__p18,0.003808413289126761,0.0018992696294588829
2,B6__p19,0.0,0.0
2,B6__p20,-0.0024205471051560734,2.6951625472421137e-05
2,B7__p00,0.0037063003967779673,0.0036731574062583705
2,B7__p01,0.0,0.0
2,B7__p02,0.000563350059920753,0.0005302070694011563
2,B7__p03,-0.0007571310555684052,0.000790274046088002
2,B7__p04,0.0,0.0
2,B7__p05,8.112287540132379e-05,1.7559412004736208e-05
2,B7__p06,0.0,0.0
2,B7__p07,-0.00045201120492482927,0.00045201120492482927
2,B7__p08,0.0,0.0
2,B7__p09,0.0,0.0
2,B7__p10,0.011619117608136609,0.0
2,B7__p11,0.0017520099300029068,0.0005155487713626727
2,B7__p12,-0.0015785951447881419,0.0
2,B7__p13,-0.0005244953420912024,0.0010887904248799152
2,B7__p14,-0.0015785951447881419,0.0
2,B7__p15,3.314299051959679e-05,0.0
2,B7__p16,-0.0010483880753869856,0.0005302070694011563
2,B7__p17,-1.833322783642566e-05,1.833322783642566e-05
2,B7__p18,0.00015922299180001764,0.00015922299180001764
2,B7__p19,-0.0008085005176382554,0.0007389045840181518
2,B7__p20,-0.0015959404558796297,1.7345311091487847e-05
2,B8__p00,0.002447215072349185,0.004025810217137327
2,B8__p01,0.0020648820076687446,0.002583063013654574
2,B8__p02,0.001290815911966392,0.0018894390786829418
2,B8__p03,-0.0015785951447881419,0.0
2,B8__p04,0.0,0.0
2,B8__p05,0.005194688338133691,0.0006240689681945577
2,B8__p06,0.0,0.0
2,B8__p07,0.0,0.0
2,B8__p08,0.006967862324071483,0.00596100949908257
2,B8__p09,0.0,0.0
2,B8__p10,-0.00045201120492482927,0.00045201120492482927
2,B8__p11,0.00040841371831651374,0.0010786459361754597
2,B8__p12,0.008845086478438985,0.002312006393337701
2,B8__p13,0.006775884723724979,0.002880558260305144
2,B8__p14,0.0009011950908340283,0.0011089934573346727
2,B8__p15,0.007663876538994557,0.00032299918256026294
2,B8__p16,-0.0002259475124733734,0.0002590905029929702
2,B8__p17,-3.479796681005176e-05,3.479796681005176e-05
2,B8__p18,0.00205127037862185,0.0
2,B8__p19,-0.0007737025508282036,0.0007737025508282036
2,B8__p20,-0.0007892975723940709,0.0007892975723940709
2,B8A__p00,-0.00033511610892947297,0.00033511610892947297
2,B8A__p01,-0.000301172751182216,0.0021794689699657643
2,B8A__p02,-0.0007029398075868443,3.00850672152464e-08
2,B8A__p03,0.0,0.0
2,B8A__p04,0.0,0.0
2,B8A__p05,0.0046859213315976755,0.0026346509529758255
2,B8A__p06,0.0,0.0
2,B8A__p07,0.004043358186091028,0.004010215195571432
2,B8A__p08,0.0,0.0
2,B8A__p09,0.0,0.0
2,B8A__p10,0.0006988282716622884,0.0004487773304355236
2,B8A__p11,0.0,0.0
2,B8A__p12,0.004117707705413448,0.004117707705413448
2,B8A__p13,-3.666645567285132e-05,0.0
2,B8A__p14,-0.0015453244912117248,0.0015453244912117248
2,B8A__p15,0.0009415059174489038,0.0
2,B8A__p16,-0.0005920399307452195,0.0005920399307452195
2,B8A__p17,3.314299051959679e-05,0.0
2,B8A__p18,0.0005483743085612502,0.0006526608643643295
2,B8A__p19,3.314299051959679e-05,0.0
2,B8A__p20,-0.0015630001232222746,1.559502156586734e-05
2,B11__p00,0.0015903417314244717,0.000324620943031928
2,B11__p01,-0.0008063572666365815,0.0007722378781515604
2,B11__p02,-0.0021509191566896624,0.002184062147209259
2,B11__p03,-0.0005240652692553582,3.078219240332247e-05
2,B11__p04,-0.0014807494136200305,0.0009371234282979368
2,B11__p05,0.00917253524680603,0.001696094438284862
2,B11__p06,0.0,0.0
2,B11__p07,0.004942520987946369,0.0007756442312118195
2,B11__p08,0.019539288048861042,0.00013664517555569966
2,B11__p09,0.0,0.0
