feature_set,model,test_season,mask_fraction,repeat,macro_f1,balanced_accuracy
S1_S2_fusion,RandomForest,wheat_2024_25,0.2,17,0.5148872180451127,0.6666666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.2,18,0.4739348370927319,0.6354166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.2,19,0.504029304029304,0.6666666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.2,20,0.4019047619047619,0.5729166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.2,21,0.48513708513708514,0.6388888888888888
S1_S2_fusion,RandomForest,wheat_2024_25,0.2,22,0.36666666666666664,0.5138888888888888
S1_S2_fusion,RandomForest,wheat_2024_25,0.2,23,0.4795518207282913,0.6388888888888888
S1_S2_fusion,RandomForest,wheat_2024_25,0.2,24,0.4783637415216363,0.6354166666666666
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,0,0.4083333333333333,0.39642857142857146
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,1,0.4631720430107526,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,2,0.5165280007784752,0.513095238095238
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,3,0.4505962854349951,0.4797619047619047
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,4,0.5345098039215687,0.5547619047619048
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,5,0.4245098039215686,0.42142857142857143
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,6,0.42934851359898796,0.42142857142857143
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,7,0.48649137074184506,0.488095238095238
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,8,0.4083333333333333,0.39642857142857146
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,9,0.4340909090909091,0.43809523809523804
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,10,0.5131720430107526,0.5297619047619048
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,11,0.5226190476190476,0.5297619047619048
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,12,0.49974025974025976,0.5047619047619047
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,13,0.4340909090909091,0.43809523809523804
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,14,0.4654761904761905,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,15,0.45471182412358885,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,16,0.48409090909090907,0.5047619047619047
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,17,0.5165280007784752,0.513095238095238
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,18,0.4911764705882353,0.488095238095238
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,19,0.4340909090909091,0.43809523809523804
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,20,0.4366883116883116,0.43809523809523804
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,21,0.4340909090909091,0.43809523809523804
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,22,0.5165280007784752,0.513095238095238
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,23,0.5145530939648586,0.5297619047619048
S1_S2_fusion,RandomForest,wheat_2023_24,0.4,24,0.4340909090909091,0.43809523809523804
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,0,0.467012987012987,0.6319444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,1,0.38701298701298703,0.5416666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,2,0.4564102564102564,0.6041666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,3,0.43204795204795216,0.5729166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,4,0.32867132867132864,0.4826388888888889
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,5,0.393073593073593,0.5416666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,6,0.3654545454545455,0.5104166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,7,0.38701298701298703,0.5416666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,8,0.4742857142857143,0.6319444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,9,0.41421245421245423,0.5451388888888888
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,10,0.4527227158806106,0.6041666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,11,0.35454545454545455,0.5104166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,12,0.3151515151515151,0.47916666666666663
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,13,0.34909090909090906,0.5104166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,14,0.4938345864661654,0.6388888888888888
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,15,0.45272727272727276,0.6006944444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,16,0.4552380952380952,0.6041666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,17,0.40883116883116877,0.5729166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,18,0.4885714285714286,0.6354166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,19,0.34909090909090906,0.5104166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,20,0.45272727272727276,0.6006944444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,21,0.4930735930735931,0.6354166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,22,0.4406926406926407,0.5763888888888888
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,23,0.39757085020242916,0.5451388888888888
S1_S2_fusion,RandomForest,wheat_2024_25,0.4,24,0.48652989522554735,0.6319444444444444
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,0,0.4704545454545455,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,1,0.4631720430107526,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,2,0.41598901098901103,0.42142857142857143
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,3,0.35693404634581105,0.3464285714285714
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,4,0.48999999999999994,0.5047619047619047
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,5,0.48999999999999994,0.5047619047619047
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,6,0.41121212121212114,0.41309523809523807
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,7,0.4654761904761905,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,8,0.4083333333333333,0.39642857142857146
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,9,0.41407690348866816,0.41309523809523807
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,10,0.41568627450980394,0.42142857142857143
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,11,0.42002262443438915,0.42142857142857143
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,12,0.37333333333333335,0.37142857142857144
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,13,0.4795098039215686,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,14,0.4037878787878787,0.39642857142857146
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,15,0.4245098039215686,0.42142857142857143
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,16,0.39572192513368987,0.39642857142857146
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,17,0.5250226244343892,0.513095238095238
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,18,0.5153515301902398,0.5297619047619048
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,19,0.3795454545454545,0.37142857142857144
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,20,0.4037878787878787,0.39642857142857146
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,21,0.4623885918003564,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,22,0.48168929110105585,0.46309523809523806
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,23,0.5200226244343892,0.488095238095238
S1_S2_fusion,RandomForest,wheat_2023_24,0.6,24,0.3811764705882353,0.37142857142857144
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,0,0.40547008547008545,0.5381944444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,1,0.421133069828722,0.5694444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,2,0.364163372859025,0.5381944444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,3,0.432774954514085,0.5729166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,4,0.34044444444444444,0.47916666666666663
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,5,0.36737812911725953,0.5104166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,6,0.421133069828722,0.5694444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,7,0.44800000000000006,0.5972222222222222
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,8,0.39644444444444443,0.5381944444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,9,0.4338383838383838,0.5694444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,10,0.4748880105401844,0.6284722222222222
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,11,0.4425050505050505,0.5694444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,12,0.39911111111111114,0.5659722222222222
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,13,0.421133069828722,0.5694444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,14,0.4025296442687748,0.5416666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,15,0.3833333333333333,0.5381944444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,16,0.39911111111111114,0.5659722222222222
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,17,0.4025296442687748,0.5416666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,18,0.48307692307692307,0.6319444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,19,0.42259383128948347,0.5694444444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,20,0.39644444444444443,0.5381944444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,21,0.3654545454545455,0.5104166666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,22,0.40547008547008545,0.5381944444444444
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,23,0.4154589371980676,0.5416666666666666
S1_S2_fusion,RandomForest,wheat_2024_25,0.6,24,0.3661835748792271,0.5381944444444444
