field_id,latitude,longitude,period_start,B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDMI,EVI,SAVI,VV,VH,VV_VH_ratio_raw,VV_VH_ratio_dB,optical_valid,sar_valid,optical_source_tile,sar_source_tile,season_day,growth_stage_pseudo
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-06-01,0.0842000022530555,0.130400002002716,0.1718000024557113,0.2168000042438507,0.3461000025272369,0.3404000103473663,0.1137477457523346,-0.2468957602977752,-0.2230783104896545,0.0707959234714508,0.0745184198021888,-11.827136039733888,-19.59031105041504,0.6037237644195557,7.763175010681151,1,1,0,0,0.0,Sowing/Planting
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-06-17,,,,,,,,,,,,-9.072433471679688,-18.381744384765625,0.4765274226665497,9.309310913085938,0,1,-1,0,16.0,
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-07-03,,,,,,,,,,,,-10.025553703308104,-23.72513961791992,0.4225709140300751,13.699585914611815,0,1,-1,0,32.0,
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-07-19,,,,,,,,,,,,-9.305505752563477,-19.06687355041504,0.4880457520484924,9.761367797851562,0,1,-1,0,48.0,
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-08-04,,,,,,,,,,,,-10.337952613830566,-15.624557495117188,0.6611456871032715,5.286604881286621,0,1,-1,0,64.0,
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-08-20,,,,,,,,,,,,-9.299274444580078,-16.576866149902344,0.5609790682792664,7.277591705322266,0,1,-1,0,80.0,
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-09-05,0.0341500006616115,0.0562999993562698,0.0296500008553266,0.4147999882698059,0.1800500005483627,0.0863500013947486,0.867090106010437,-0.761678159236908,0.39429572224617,0.7205740809440613,0.6115589737892151,-11.478816986083984,-17.307353973388672,0.6632335782051086,5.8285369873046875,1,1,0,0,96.0,Flowering
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-09-21,0.0271000005304813,0.0524000003933906,0.0304000005125999,0.3944000005722046,0.1666000038385391,0.0791999995708465,0.8644572496414185,-0.7635378837585449,0.4032315909862518,0.6610392928123474,0.606800377368927,-10.049027442932127,-16.229196548461914,0.6176456212997437,6.180169105529787,1,1,0,0,112.0,Grain Filling
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-10-07,0.0414000004529953,0.1013000011444091,0.0697999969124794,0.4508000016212463,0.2581999897956848,0.1453000009059906,0.731847882270813,-0.6591829061508179,0.2678293287754059,0.6057802438735962,0.5599647164344788,-11.134719848632812,-14.927811622619627,0.7459044456481934,3.7930917739868146,1,1,0,0,128.0,Grain Filling
GEE-PIXEL-1,29.593334989577983,76.54496763729891,2025-10-23,,,,,,,,,,,,-11.515265464782717,-16.209794998168945,0.7103893756866455,4.694529533386229,0,1,-1,0,144.0,
GEE-PIXEL-100,29.4762711684386,76.82335743945313,2025-06-01,0.1184500008821487,0.1500000059604644,0.1838000118732452,0.2346999943256378,0.3539499938488006,0.3429499864578247,0.1259660720825195,-0.2356060147285461,-0.2077039331197738,0.087860107421875,0.0835131034255027,-12.658482551574709,-22.865985870361328,0.5535944700241089,10.20750331878662,1,1,3,3,0.0,Sowing/Planting
GEE-PIXEL-100,29.4762711684386,76.82335743945313,2025-06-17,,,,,,,,,,,,-9.137309074401855,-20.267866134643555,0.4482687711715698,11.1305570602417,0,1,-1,3,16.0,
GEE-PIXEL-100,29.4762711684386,76.82335743945313,2025-07-03,,,,,,,,,,,,-9.93809986114502,-25.168846130371094,0.3948572278022766,15.230746269226074,0,1,-1,3,32.0,
GEE-PIXEL-100,29.4762711684386,76.82335743945313,2025-07-19,,,,,,,,,,,,-10.221807479858398,-19.14568901062012,0.5338960886001587,8.923881530761722,0,1,-1,3,48.0,
GEE-PIXEL-100,29.4762711684386,76.82335743945313,2025-08-04,,,,,,,,,,,,-10.228830337524414,-17.033252716064453,0.605706512928009,6.804422378540039,0,1,-1,3,64.0,
GEE-PIXEL-100,29.4762711684386,76.82335743945313,2025-08-20,,,,,,,,,,,,-12.285940170288086,-17.408830642700195,0.7057303786277771,5.122890472412109,0,1,-1,3,80.0,
GEE-PIXEL-100,29.4762711684386,76.82335743945313,2025-09-05,0.0296999998390674,0.050000000745058,0.0298999994993209,0.3382000029087066,0.1406999975442886,0.069250002503395,0.8391006588935852,-0.7436883449554443,0.4124128520488739,0.5952266454696655,0.5327908396720886,-13.170029640197754,-17.92271614074707,0.7348234057426453,4.752686500549316,1,1,3,3,96.0,Flowering
GEE-PIXEL-100,29.4762711684386,76.82335743945313,2025-09-21,0.0275999996811151,0.060199998319149,0.0375999994575977,0.3388000130653381,0.1410000026226043,0.0697999969124794,0.8027282357215881,-0.7018325924873352,0.4068906903266907,0.5621802806854248,0.5173070430755615,-13.077722549438477,-17.21027374267578,0.7588745355606079,4.132551193237305,1,1,3,3,112.0,Grain Filling
